ContentKey,FishKey,Prey_OS_ID,Scientific Name,CommonName,Aphia_ID,Prey_Detail_Code,PreyWt,Prey_Count,OS_ID,Length,Year,Trawl_ID,Study Area,Start Depth,End Depth,Start Lat Degree,Start Lat Minutes,Start Long Degree,Start Long Minutes
62114049_89_3_1_-624_516,62114049_89_3_1_-624,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,0.387,1,89,23.5,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-624_517,62114049_89_3_1_-624,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,0.352,1,89,23.5,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-624_518,62114049_89_3_1_-624,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,81,1.207,,89,23.5,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-624_519,62114049_89_3_1_-624,4949,ANNELIDA,ANNELID,882,81,0.112,,89,23.5,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-624_520,62114049_89_3_1_-624,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,1.825,,89,23.5,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-625_521,62114049_89_3_1_-625,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,1.968,4,89,21.2,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-625_522,62114049_89_3_1_-625,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,0.903,4,89,21.2,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-625_523,62114049_89_3_1_-625,6930,AMPHIPODA,AMPHIPOD,1135,81,1.176,,89,21.2,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-625_524,62114049_89_3_1_-625,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,1.496,,89,21.2,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-626_538,62114049_89_3_1_-626,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,1.085,3,89,24.2,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-626_539,62114049_89_3_1_-626,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,1.508,4,89,24.2,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-626_540,62114049_89_3_1_-626,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,0.653,2,89,24.2,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-626_541,62114049_89_3_1_-626,6996,AMPELISCA SP,GAMMARID AMPHIPOD,101445,81,0.237,,89,24.2,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-626_542,62114049_89_3_1_-626,4949,ANNELIDA,ANNELID,882,81,0.277,,89,24.2,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-626_543,62114049_89_3_1_-626,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,2.463,,89,24.2,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-626_544,62114049_89_3_1_-626,8020,NATANTIA = DENDROBRANCHIATA,SHRIMP/SHRIMP SAMPLE,106669,,3.76,1,89,24.2,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-627_525,62114049_89_3_1_-627,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,1.273,4,89,20.5,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-627_526,62114049_89_3_1_-627,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,1.799,6,89,20.5,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-627_527,62114049_89_3_1_-627,6996,AMPELISCA SP,GAMMARID AMPHIPOD,101445,81,1.119,,89,20.5,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-627_528,62114049_89_3_1_-627,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,1.636,,89,20.5,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-628_535,62114049_89_3_1_-628,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,2.003,5,89,19.9,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-628_536,62114049_89_3_1_-628,6996,AMPELISCA SP,GAMMARID AMPHIPOD,101445,81,1.976,,89,19.9,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-628_537,62114049_89_3_1_-628,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,1.254,,89,19.9,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-629_531,62114049_89_3_1_-629,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,0.666,1,89,18.5,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-629_532,62114049_89_3_1_-629,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,0.423,2,89,18.5,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-629_533,62114049_89_3_1_-629,6996,AMPELISCA SP,GAMMARID AMPHIPOD,101445,81,2.142,,89,18.5,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-629_534,62114049_89_3_1_-629,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,1.64,,89,18.5,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-630_529,62114049_89_3_1_-630,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,1.04,2,89,18.3,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-630_530,62114049_89_3_1_-630,6996,AMPELISCA SP,GAMMARID AMPHIPOD,101445,81,0.554,,89,18.3,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-631_507,62114049_89_3_1_-631,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,1.028,3,89,19.1,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-631_508,62114049_89_3_1_-631,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,0.325,1,89,19.1,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-631_509,62114049_89_3_1_-631,6996,AMPELISCA SP,GAMMARID AMPHIPOD,101445,81,1.148,,89,19.1,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-631_510,62114049_89_3_1_-631,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,0.831,,89,19.1,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-632_504,62114049_89_3_1_-632,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,0.354,1,89,16.7,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-632_505,62114049_89_3_1_-632,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,81,0.636,,89,16.7,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-632_506,62114049_89_3_1_-632,6930,AMPHIPODA,AMPHIPOD,1135,81,0.602,,89,16.7,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-633_500,62114049_89_3_1_-633,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,0.41,2,89,16.7,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-633_501,62114049_89_3_1_-633,6996,AMPELISCA SP,GAMMARID AMPHIPOD,101445,81,0.739,,89,16.7,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-633_502,62114049_89_3_1_-633,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,0.877,,89,16.7,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-633_503,62114049_89_3_1_-633,6930,AMPHIPODA,AMPHIPOD,1135,81,0.104,,89,16.7,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-634_496,62114049_89_3_1_-634,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,1.411,3,89,17.1,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-634_497,62114049_89_3_1_-634,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,0.632,2,89,17.1,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-634_498,62114049_89_3_1_-634,6996,AMPELISCA SP,GAMMARID AMPHIPOD,101445,81,0.868,,89,17.1,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-634_499,62114049_89_3_1_-634,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,0.298,,89,17.1,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-635_488,62114049_89_3_1_-635,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,0.775,2,89,18,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-635_489,62114049_89_3_1_-635,6996,AMPELISCA SP,GAMMARID AMPHIPOD,101445,81,0.902,,89,18,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-635_490,62114049_89_3_1_-635,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,0.892,,89,18,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-636_491,62114049_89_3_1_-636,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,1.209,3,89,18.1,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-636_492,62114049_89_3_1_-636,6996,AMPELISCA SP,GAMMARID AMPHIPOD,101445,81,0.946,,89,18.1,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-636_493,62114049_89_3_1_-636,6930,AMPHIPODA,AMPHIPOD,1135,81,1.085,,89,18.1,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-637_494,62114049_89_3_1_-637,6930,AMPHIPODA,AMPHIPOD,1135,81,0.575,,89,16.1,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-637_495,62114049_89_3_1_-637,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,0.143,,89,16.1,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-655_108,62114049_89_3_1_-655,6996,AMPELISCA SP,GAMMARID AMPHIPOD,101445,81,0.254,,89,15.7,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-655_109,62114049_89_3_1_-655,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,0.906,,89,15.7,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-656_110,62114049_89_3_1_-656,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,0.293,1,89,13.9,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-656_111,62114049_89_3_1_-656,6930,AMPHIPODA,AMPHIPOD,1135,81,0.767,,89,13.9,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-657_115,62114049_89_3_1_-657,6930,AMPHIPODA,AMPHIPOD,1135,81,0.992,,89,13.7,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-658_112,62114049_89_3_1_-658,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,0.231,1,89,12,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-658_113,62114049_89_3_1_-658,6930,AMPHIPODA,AMPHIPOD,1135,81,0.242,,89,12,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-658_114,62114049_89_3_1_-658,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,0.235,,89,12,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-659_116,62114049_89_3_1_-659,6930,AMPHIPODA,AMPHIPOD,1135,81,0.053,,89,12,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-659_117,62114049_89_3_1_-659,6083,CALANUS SP,COPEPOD,104152,,0.004,1,89,12,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-659_118,62114049_89_3_1_-659,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,0.426,,89,12,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-660_119,62114049_89_3_1_-660,6930,AMPHIPODA,AMPHIPOD,1135,81,0.061,,89,15,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-660_120,62114049_89_3_1_-660,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,0.283,2,89,15,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-660_121,62114049_89_3_1_-660,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,0.778,,89,15,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-661_122,62114049_89_3_1_-661,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,81,0.887,,89,12.7,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-662_123,62114049_89_3_1_-662,6999,AMPELISCA ESCHRICHTI,GAMMARID AMPHIPOD,101897,,0.084,1,89,11.9,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-662_124,62114049_89_3_1_-662,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,0.214,,89,11.9,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-663_125,62114049_89_3_1_-663,6930,AMPHIPODA,AMPHIPOD,1135,81,0.081,,89,11.8,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114049_89_3_1_-663_126,62114049_89_3_1_-663,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,0.647,,89,11.8,2019,62114049,2G,177,177,59,18.6709,61,24.2428
62114053_792_3_1_-814_449,62114053_792_3_1_-814,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,0.409,,792,18.1,2019,62114053,2G,456,466,59,7.7323,60,10.3829
62114053_89_3_1_-803_445,62114053_89_3_1_-803,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,0.377,,89,21.7,2019,62114053,2G,456,466,59,7.7323,60,10.3829
62114053_892_3_1_-801_455,62114053_892_3_1_-801,9998,EMPTY,EMPTY,,,,,892,50,2019,62114053,2G,456,466,59,7.7323,60,10.3829
62114053_892_3_1_-802_451,62114053_892_3_1_-802,9998,EMPTY,EMPTY,,,,,892,45,2019,62114053,2G,456,466,59,7.7323,60,10.3829
62114054_792_3_1_-822_1854,62114054_792_3_1_-822,9998,EMPTY,EMPTY,,,,,792,22.5,2019,62114054,2G,524,539,59,11.1232,60,11.1243
62114054_892_3_1_-820_1863,62114054_892_3_1_-820,9998,EMPTY,EMPTY,,,,,892,52,2019,62114054,2G,524,539,59,11.1232,60,11.1243
62114054_892_3_1_-821_1864,62114054_892_3_1_-821,9998,EMPTY,EMPTY,,,,,892,46.5,2019,62114054,2G,524,539,59,11.1232,60,11.1243
62114064_892_3_1_-827_1546,62114064_892_3_1_-827,9998,EMPTY,EMPTY,,,,,892,14,2019,62114064,2G,176,175,59,57.4041,62,5.9091
62114064_95_3_1_-826_1551,62114064_95_3_1_-826,6000,CRUSTACEA,CRUSTACEAN,1066,81,5.76,,95,46,2019,62114064,2G,176,175,59,57.4041,62,5.9091
62114065_89_3_1_-900_1682,62114065_89_3_1_-900,8111,PANDALUS BOREALIS,SHRIMP,107649,,6.752,1,89,48,2019,62114065,2G,156,157,59,55.7879,62,50.6889
62114065_89_3_1_-900_1683,62114065_89_3_1_-900,8120,SCLEROCRANGON FEROX,SHRIMP,107569,,5.648,2,89,48,2019,62114065,2G,156,157,59,55.7879,62,50.6889
62114065_89_3_1_-900_1684,62114065_89_3_1_-900,8020,NATANTIA = DENDROBRANCHIATA,SHRIMP/SHRIMP SAMPLE,106669,81,0.41,,89,48,2019,62114065,2G,156,157,59,55.7879,62,50.6889
62114065_89_3_1_-900_1685,62114065_89_3_1_-900,4950,POLYCHAETA,POLYCHAETE,883,81,1.48,,89,48,2019,62114065,2G,156,157,59,55.7879,62,50.6889
62114065_89_3_1_-900_1686,62114065_89_3_1_-900,8178,PAGURUS SP,HERMIT CRAB,106854,,5.251,1,89,48,2019,62114065,2G,156,157,59,55.7879,62,50.6889
62114065_89_3_1_-901_1672,62114065_89_3_1_-901,999,UNIDENTIFIED FISH,UNIDENTIFIED FISH,,81,7.643,,89,43,2019,62114065,2G,156,157,59,55.7879,62,50.6889
62114065_89_3_1_-901_1673,62114065_89_3_1_-901,6930,AMPHIPODA,AMPHIPOD,1135,81,0.554,,89,43,2019,62114065,2G,156,157,59,55.7879,62,50.6889
62114065_89_3_1_-901_1674,62114065_89_3_1_-901,6000,CRUSTACEA,CRUSTACEAN,1066,81,1.626,,89,43,2019,62114065,2G,156,157,59,55.7879,62,50.6889
62114065_89_3_1_-901_1675,62114065_89_3_1_-901,8019,DECAPODA,DECAPOD,1130,81,7.198,,89,43,2019,62114065,2G,156,157,59,55.7879,62,50.6889
62114065_89_3_1_-901_1676,62114065_89_3_1_-901,8074,EUALUS SP,SHRIMP,106986,,5.614,1,89,43,2019,62114065,2G,156,157,59,55.7879,62,50.6889
62114065_89_3_1_-901_1677,62114065_89_3_1_-901,8111,PANDALUS BOREALIS,SHRIMP,107649,,3.126,1,89,43,2019,62114065,2G,156,157,59,55.7879,62,50.6889
62114065_89_3_1_-901_1678,62114065_89_3_1_-901,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,8.987,,89,43,2019,62114065,2G,156,157,59,55.7879,62,50.6889
62114065_89_3_1_-902_1687,62114065_89_3_1_-902,853,LIPARIDAE,SEASNAILS,234519,88,15.836,1,89,44.5,2019,62114065,2G,156,157,59,55.7879,62,50.6889
62114065_89_3_1_-902_1688,62114065_89_3_1_-902,8138,ARGIS DENTATA,SHRIMP,107550,,13.076,1,89,44.5,2019,62114065,2G,156,157,59,55.7879,62,50.6889
62114065_89_3_1_-902_1689,62114065_89_3_1_-902,8020,NATANTIA = DENDROBRANCHIATA,SHRIMP/SHRIMP SAMPLE,106669,81,2.396,,89,44.5,2019,62114065,2G,156,157,59,55.7879,62,50.6889
62114065_89_3_1_-902_1690,62114065_89_3_1_-902,6000,CRUSTACEA,CRUSTACEAN,1066,81,7.301,,89,44.5,2019,62114065,2G,156,157,59,55.7879,62,50.6889
62114072_792_3_1_-1098_1669,62114072_792_3_1_-1098,7933,BOREOMYSIS SP,MYSID,119842,81,0.21,,792,17,2019,62114072,2G,341,341,60,18.5443,61,14.8388
62114072_792_3_1_-1098_1670,62114072_792_3_1_-1098,999,UNIDENTIFIED FISH,UNIDENTIFIED FISH,,81,2.14,,792,17,2019,62114072,2G,341,341,60,18.5443,61,14.8388
62114072_892_3_1_-1102_1658,62114072_892_3_1_-1102,9998,EMPTY,EMPTY,,,,,892,15.3,2019,62114072,2G,341,341,60,18.5443,61,14.8388
62114076_89_3_1_-1103_1887,62114076_89_3_1_-1103,999,UNIDENTIFIED FISH,UNIDENTIFIED FISH,,81,74.582,,89,144,2019,62114076,2G,465,464,60,38.075,61,22.8561
62114076_89_3_1_-1103_1888,62114076_89_3_1_-1103,999,UNIDENTIFIED FISH,UNIDENTIFIED FISH,,88,0,,89,144,2019,62114076,2G,465,464,60,38.075,61,22.8561
62114076_89_3_1_-1103_1889,62114076_89_3_1_-1103,999,UNIDENTIFIED FISH,UNIDENTIFIED FISH,,88,0,,89,144,2019,62114076,2G,465,464,60,38.075,61,22.8561
62114076_89_3_1_-1104_1890,62114076_89_3_1_-1104,4846,OCTOPODA,OCTOPUS,11718,86,3.178,,89,172,2019,62114076,2G,465,464,60,38.075,61,22.8561
62114076_89_3_1_-1104_1891,62114076_89_3_1_-1104,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,20.567,,89,172,2019,62114076,2G,465,464,60,38.075,61,22.8561
62114076_892_3_1_-1105_1874,62114076_892_3_1_-1105,1101,PORIFERA,SPONGE,558,81,0.264,,892,46.2,2019,62114076,2G,465,464,60,38.075,61,22.8561
62114076_892_3_1_-1105_1875,62114076_892_3_1_-1105,8360,ECHINOIDEA,SEA URCHIN,123082,81,0.23,,892,46.2,2019,62114076,2G,465,464,60,38.075,61,22.8561
62114076_892_3_1_-1106_1869,62114076_892_3_1_-1106,9998,EMPTY,EMPTY,,,,,892,23.2,2019,62114076,2G,465,464,60,38.075,61,22.8561
62114078_89_3_1_-1118_703,62114078_89_3_1_-1118,9998,EMPTY,EMPTY,,,,,89,46,2019,62114078,2G,391,391,60,32.04,62,31.5734
62114078_89_3_1_-1119_685,62114078_89_3_1_-1119,4545,CEPHALOPODA,CEPHALOPOD,11707,81,0.005,,89,39.1,2019,62114078,2G,391,391,60,32.04,62,31.5734
62114078_89_3_1_-1119_686,62114078_89_3_1_-1119,2585,NEMATODA = NEMATA,NEMATODE,799,40,0.052,,89,39.1,2019,62114078,2G,391,391,60,32.04,62,31.5734
62114078_89_3_1_-1119_687,62114078_89_3_1_-1119,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,1.854,,89,39.1,2019,62114078,2G,391,391,60,32.04,62,31.5734
62114078_89_3_1_-1119_688,62114078_89_3_1_-1119,6000,CRUSTACEA,CRUSTACEAN,1066,81,0.037,,89,39.1,2019,62114078,2G,391,391,60,32.04,62,31.5734
62114078_892_3_1_-1109_1559,62114078_892_3_1_-1109,999,UNIDENTIFIED FISH,UNIDENTIFIED FISH,,81,63.744,,892,80.5,2019,62114078,2G,391,391,60,32.04,62,31.5734
62114078_892_3_1_-1109_1560,62114078_892_3_1_-1109,792,SEBASTES SP,REDFISH,126175,88,0,,892,80.5,2019,62114078,2G,391,391,60,32.04,62,31.5734
62114078_892_3_1_-1109_1561,62114078_892_3_1_-1109,792,SEBASTES SP,REDFISH,126175,88,0,,892,80.5,2019,62114078,2G,391,391,60,32.04,62,31.5734
62114078_892_3_1_-1110_1556,62114078_892_3_1_-1110,9998,EMPTY,EMPTY,,,,,892,79,2019,62114078,2G,391,391,60,32.04,62,31.5734
62114078_892_3_1_-1112_706,62114078_892_3_1_-1112,9998,EMPTY,EMPTY,,,,,892,55.6,2019,62114078,2G,391,391,60,32.04,62,31.5734
62114078_892_3_1_-1113_705,62114078_892_3_1_-1113,9998,EMPTY,EMPTY,,,,,892,50.3,2019,62114078,2G,391,391,60,32.04,62,31.5734
62114079_792_3_1_-1125_1526,62114079_792_3_1_-1125,9998,EMPTY,EMPTY,,,,,792,26.4,2019,62114079,2G,291,289,60,23.0049,62,53.6363
62114079_792_3_1_-1126_1528,62114079_792_3_1_-1126,8112,PANDALUS MONTAGUI,SHRIMP,107651,,2.461,1,792,27.3,2019,62114079,2G,291,289,60,23.0049,62,53.6363
62114079_792_3_1_-1127_1527,62114079_792_3_1_-1127,8020,NATANTIA = DENDROBRANCHIATA,SHRIMP/SHRIMP SAMPLE,106669,81,3.145,,792,26.2,2019,62114079,2G,291,289,60,23.0049,62,53.6363
62114079_892_3_1_-1111_1539,62114079_892_3_1_-1111,8111,PANDALUS BOREALIS,SHRIMP,107649,,5.473,1,892,75.8,2019,62114079,2G,291,289,60,23.0049,62,53.6363
62114079_892_3_1_-1111_1540,62114079_892_3_1_-1111,8112,PANDALUS MONTAGUI,SHRIMP,107651,,13.031,3,892,75.8,2019,62114079,2G,291,289,60,23.0049,62,53.6363
62114079_892_3_1_-1111_1541,62114079_892_3_1_-1111,8112,PANDALUS MONTAGUI,SHRIMP,107651,,10.326,2,892,75.8,2019,62114079,2G,291,289,60,23.0049,62,53.6363
62114079_892_3_1_-1111_1542,62114079_892_3_1_-1111,8020,NATANTIA = DENDROBRANCHIATA,SHRIMP/SHRIMP SAMPLE,106669,,8.65,1,892,75.8,2019,62114079,2G,291,289,60,23.0049,62,53.6363
62114079_892_3_1_-1111_1543,62114079_892_3_1_-1111,8483,HENRICIA SP,SEA STAR,123276,5,0.255,1,892,75.8,2019,62114079,2G,291,289,60,23.0049,62,53.6363
62114079_892_3_1_-1111_1544,62114079_892_3_1_-1111,451,BOREOGADUS SAIDA,ARCTIC COD,126433,88,13.804,1,892,75.8,2019,62114079,2G,291,289,60,23.0049,62,53.6363
62114079_892_3_1_-1111_1545,62114079_892_3_1_-1111,451,BOREOGADUS SAIDA,ARCTIC COD,126433,88,6.403,1,892,75.8,2019,62114079,2G,291,289,60,23.0049,62,53.6363
62114079_892_3_1_-1121_1533,62114079_892_3_1_-1121,8112,PANDALUS MONTAGUI,SHRIMP,107651,,10.134,1,892,45.5,2019,62114079,2G,291,289,60,23.0049,62,53.6363
62114079_892_3_1_-1121_1534,62114079_892_3_1_-1121,8111,PANDALUS BOREALIS,SHRIMP,107649,,5.093,1,892,45.5,2019,62114079,2G,291,289,60,23.0049,62,53.6363
62114079_892_3_1_-1122_1532,62114079_892_3_1_-1122,9998,EMPTY,EMPTY,,,,,892,42.5,2019,62114079,2G,291,289,60,23.0049,62,53.6363
62114079_892_3_1_-1123_1529,62114079_892_3_1_-1123,8111,PANDALUS BOREALIS,SHRIMP,107649,81,1.308,,892,41.2,2019,62114079,2G,291,289,60,23.0049,62,53.6363
62114079_892_3_1_-1123_1530,62114079_892_3_1_-1123,8110,PANDALUS SP,SHRIMP,107044,81,1.64,,892,41.2,2019,62114079,2G,291,289,60,23.0049,62,53.6363
62114079_892_3_1_-1123_1531,62114079_892_3_1_-1123,8020,NATANTIA = DENDROBRANCHIATA,SHRIMP/SHRIMP SAMPLE,106669,81,9.837,,892,41.2,2019,62114079,2G,291,289,60,23.0049,62,53.6363
62114079_892_3_1_-1124_1537,62114079_892_3_1_-1124,8112,PANDALUS MONTAGUI,SHRIMP,107651,,9.623,1,892,38.4,2019,62114079,2G,291,289,60,23.0049,62,53.6363
62114079_892_3_1_-1124_1538,62114079_892_3_1_-1124,8020,NATANTIA = DENDROBRANCHIATA,SHRIMP/SHRIMP SAMPLE,106669,81,5.702,,892,38.4,2019,62114079,2G,291,289,60,23.0049,62,53.6363
62114103_792_3_1_-1301_348,62114103_792_3_1_-1301,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,0.021,,792,14.6,2019,62114103,SFA2EX,330,335,62,17.9511,62,37.9658
62114103_792_3_1_-1302_357,62114103_792_3_1_-1302,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,0.034,,792,14,2019,62114103,SFA2EX,330,335,62,17.9511,62,37.9658
62114103_792_3_1_-1303_356,62114103_792_3_1_-1303,9980,UNIDENTIFIED MATERIAL,UNIDENTIFIED MATERIAL,,,0.036,,792,15.2,2019,62114103,SFA2EX,330,335,62,17.9511,62,37.9658
