"Prey_OS_ID","Prey_Detail_Code","CommonName_DB","pred.name","PreyWt","Prey_Count","length.range","prey.name","other.prey"
9998,NA,"EMPTY","Skate",NA,NA,"41-45","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",1.851,NA,"31-35","other","other"
10097,NA,"GAMMARID AMPHIPOD","Skate",0.812,1,"31-35","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",2.653,NA,"36-40","other","other"
4950,81,"POLYCHAETE","Skate",5.194,NA,"36-40","other","other"
4545,86,"CEPHALOPOD","Skate",0.197,NA,"56-60","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",9.303,NA,"56-60","other","other"
8111,81,"SHRIMP","Skate",3.38,NA,"51-55","borealis","Shrimp"
4950,81,"POLYCHAETE","Skate",0.189,NA,"36-40","other","other"
8111,8,"SHRIMP","Skate",3.787,1,"36-40","borealis","Shrimp"
6000,81,"CRUSTACEAN","Skate",2.5,NA,"36-40","other","other"
6967,81,"HYPERID AMPHIPOD","Skate",1.984,NA,"41-45","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",0.874,NA,"41-45","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",3.842,NA,"41-45","Unidentified material","other"
6000,81,"CRUSTACEAN","Skate",0.044,NA,"41-45","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",2.156,NA,"41-45","Unidentified material","other"
8138,NA,"SHRIMP","Skate",12.148,1,"41-45","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",10.774,NA,"51-55","other","other"
6000,81,"CRUSTACEAN","Skate",0.906,NA,"46-50","other","other"
4545,81,"CEPHALOPOD","Skate",0.129,NA,"46-50","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",2.855,NA,"46-50","Unidentified material","other"
6000,81,"CRUSTACEAN","Skate",0.034,NA,"46-50","other","other"
6000,81,"CRUSTACEAN","Skate",1.29,NA,"46-50","other","other"
999,90,"UNIDENTIFIED FISH","Skate",0.272,NA,"46-50","other","other"
6000,81,"CRUSTACEAN","Skate",0.135,NA,"46-50","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",2.212,NA,"46-50","Unidentified material","other"
9998,NA,"EMPTY","Skate",NA,NA,"51-55","other","other"
8111,81,"SHRIMP","Skate",0.425,NA,"46-50","borealis","Shrimp"
999,81,"UNIDENTIFIED FISH","Skate",6.155,NA,"46-50","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",9.652,NA,"46-50","Unidentified material","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"46-50","other","other"
726,NA,"EELPOUT","Skate",61.448,1,"51-55","other","other"
726,88,"EELPOUT","Skate",0,NA,"51-55","other","other"
726,88,"EELPOUT","Skate",0,NA,"51-55","other","other"
8530,81,"BRITTLE STAR","Skate",3.722,NA,"51-55","other","other"
8530,81,"BRITTLE STAR","Skate",3.082,NA,"51-55","other","other"
999,90,"UNIDENTIFIED FISH","Skate",0.64,NA,"51-55","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",0.11,NA,"46-50","other","other"
6000,81,"CRUSTACEAN","Skate",1.518,NA,"46-50","other","other"
999,81,"UNIDENTIFIED FISH","Skate",0.018,NA,"46-50","other","other"
9998,NA,"EMPTY","Skate",NA,NA,"51-55","other","other"
9998,NA,"EMPTY","Skate",NA,NA,"51-55","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",6.198,NA,"46-50","Unidentified material","other"
6000,81,"CRUSTACEAN","Skate",0.155,NA,"46-50","other","other"
7935,81,"MYSID","Skate",0.63,NA,"46-50","other","other"
999,90,"UNIDENTIFIED FISH","Skate",0.099,NA,"46-50","other","other"
4949,NA,"ANNELID","Skate",0.11,1,"41-45","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.15,NA,"11-15","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.262,NA,"11-15","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.087,NA,"11-15","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"16-20","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.381,NA,"16-20","other","other"
7935,NA,"MYSID","Greenland halibut",0.082,1,"16-20","other","other"
6967,NA,"HYPERID AMPHIPOD","Greenland halibut",0.055,1,"16-20","other","other"
6000,81,"CRUSTACEAN","Greenland halibut",0.062,NA,"16-20","other","other"
4769,NA,"SQUID","Greenland halibut",2.062,1,"16-20","other","other"
4769,NA,"SQUID","Greenland halibut",1.5,1,"21-25","other","other"
8112,NA,"SHRIMP","Greenland halibut",2.732,1,"21-25","montagui","Shrimp"
7935,NA,"MYSID","Greenland halibut",0.287,1,"21-25","other","other"
6930,81,"AMPHIPOD","Greenland halibut",0.022,NA,"21-25","other","other"
6000,81,"CRUSTACEAN","Greenland halibut",0.211,NA,"21-25","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",0.543,NA,"21-25","Unidentified material","other"
7935,NA,"MYSID","Greenland halibut",0.873,1,"26-30","other","other"
7935,81,"MYSID","Greenland halibut",0.084,NA,"26-30","other","other"
10011,81,"SQUID","Greenland halibut",0.255,NA,"26-30","other","other"
7935,NA,"MYSID","Greenland halibut",0.987,1,"31-35","other","other"
859,88,"GELATINOUS SEASNAIL","Greenland halibut",2.725,1,"31-35","other","other"
7935,NA,"MYSID","Greenland halibut",0.616,3,"31-35","other","other"
8112,NA,"SHRIMP","Greenland halibut",7.675,2,"36-40","montagui","Shrimp"
999,81,"UNIDENTIFIED FISH","Greenland halibut",8.109,NA,"36-40","other","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"36-40","other","other"
8111,NA,"SHRIMP","Greenland halibut",14.917,2,"41-45","borealis","Shrimp"
8110,81,"SHRIMP","Greenland halibut",5.916,NA,"41-45","Pandalus","Shrimp"
999,81,"UNIDENTIFIED FISH","Greenland halibut",3.688,NA,"41-45","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",1.63,NA,"41-45","Unidentified material","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"41-45","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",6.571,NA,"41-45","other","other"
7933,81,"MYSID","Greenland halibut",0.986,NA,"46-50","other","other"
436,88,"GADOIDS","Greenland halibut",12.992,1,"46-50","other","other"
436,88,"GADOIDS","Greenland halibut",12.084,1,"46-50","other","other"
6967,NA,"HYPERID AMPHIPOD","Greenland halibut",0.225,3,"46-50","other","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.472,NA,"46-50","other","other"
6000,81,"CRUSTACEAN","Greenland halibut",0.905,NA,"46-50","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",1.181,NA,"46-50","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"46-50","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",17.157,NA,"46-50","Unidentified material","other"
6967,81,"HYPERID AMPHIPOD","Greenland halibut",0.234,NA,"46-50","other","other"
7935,81,"MYSID","Greenland halibut",0.05,NA,"46-50","other","other"
6000,81,"CRUSTACEAN","Greenland halibut",0.193,NA,"46-50","other","other"
7933,81,"MYSID","Greenland halibut",2.946,NA,"46-50","other","other"
7933,NA,"MYSID","Greenland halibut",1.456,5,"46-50","other","other"
7935,NA,"MYSID","Greenland halibut",9.24,33,"46-50","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",1.319,NA,"46-50","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"46-50","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"46-50","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"46-50","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"46-50","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",4.37,NA,"46-50","Unidentified material","other"
9998,NA,"EMPTY","Greenland halibut",NA,NA,"51-55","other","other"
6000,81,"CRUSTACEAN","Greenland halibut",0.575,NA,"51-55","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",8.293,NA,"51-55","other","other"
7935,NA,"MYSID","Greenland halibut",8.268,14,"56-60","other","other"
7935,81,"MYSID","Greenland halibut",3.464,NA,"56-60","other","other"
7933,81,"MYSID","Greenland halibut",1.206,NA,"56-60","other","other"
7935,NA,"MYSID","Greenland halibut",2.16,3,"61-65","other","other"
7935,81,"MYSID","Greenland halibut",0.97,NA,"61-65","other","other"
7933,81,"MYSID","Greenland halibut",0.507,NA,"61-65","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Greenland halibut",0.124,NA,"61-65","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",0.194,NA,"61-65","other","other"
6000,81,"CRUSTACEAN","Greenland halibut",0.56,NA,"61-65","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"61-65","other","other"
999,88,"UNIDENTIFIED FISH","Greenland halibut",0,NA,"61-65","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Greenland halibut",3.164,NA,"61-65","Unidentified material","other"
6000,81,"CRUSTACEAN","Skate",1.55,NA,"41-45","other","other"
4950,81,"POLYCHAETE","Skate",5.084,NA,"41-45","other","other"
8111,NA,"SHRIMP","Skate",7.436,1,"21-25","borealis","Shrimp"
7933,81,"MYSID","Skate",0.127,NA,"26-30","other","other"
999,90,"UNIDENTIFIED FISH","Skate",0.019,NA,"26-30","other","other"
6000,81,"CRUSTACEAN","Skate",0.082,NA,"26-30","other","other"
4949,81,"ANNELID","Skate",0.474,NA,"26-30","other","other"
10275,NA,"GAMMARID AMPHIPOD","Skate",0.3,1,"26-30","other","other"
4950,81,"POLYCHAETE","Skate",0.13,NA,"26-30","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.435,NA,"26-30","Unidentified material","other"
4950,81,"POLYCHAETE","Skate",0.086,NA,"21-25","other","other"
6000,81,"CRUSTACEAN","Skate",0.776,NA,"21-25","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.189,NA,"21-25","Unidentified material","other"
6000,81,"CRUSTACEAN","Skate",0.432,NA,"16-20","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.394,NA,"16-20","Unidentified material","other"
6000,81,"CRUSTACEAN","Greenland halibut",0.1,NA,"16-20","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",2.004,NA,"16-20","other","other"
853,88,"SEASNAILS","Greenland halibut",2.847,1,"16-20","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",1.28,NA,"21-25","other","other"
6930,81,"AMPHIPOD","Greenland halibut",0.625,NA,"21-25","other","other"
451,88,"ARCTIC COD","Greenland halibut",16.844,1,"26-30","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",5.462,NA,"26-30","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",3.044,NA,"26-30","other","other"
859,88,"GELATINOUS SEASNAIL","Greenland halibut",3.856,1,"31-35","other","other"
859,88,"GELATINOUS SEASNAIL","Greenland halibut",18.696,1,"31-35","other","other"
853,81,"SEASNAILS","Greenland halibut",6.763,1,"31-35","other","other"
859,88,"GELATINOUS SEASNAIL","Greenland halibut",2.361,1,"31-35","other","other"
859,88,"GELATINOUS SEASNAIL","Greenland halibut",2.587,1,"31-35","other","other"
859,88,"GELATINOUS SEASNAIL","Greenland halibut",1.579,1,"31-35","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",14.436,NA,"31-35","other","other"
436,88,"GADOIDS","Greenland halibut",0,NA,"31-35","other","other"
451,88,"ARCTIC COD","Greenland halibut",21.679,1,"36-40","other","other"
999,81,"UNIDENTIFIED FISH","Greenland halibut",3.462,NA,"36-40","other","other"
6930,81,"AMPHIPOD","Skate",0.231,NA,"16-20","other","other"
4950,81,"POLYCHAETE","Skate",0.056,NA,"16-20","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.41,NA,"16-20","Unidentified material","other"
6930,81,"AMPHIPOD","Skate",1.252,NA,"16-20","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.098,NA,"16-20","Unidentified material","other"
999,81,"UNIDENTIFIED FISH","Skate",2.889,NA,"21-25","other","other"
6930,81,"AMPHIPOD","Skate",0.728,NA,"21-25","other","other"
6000,81,"CRUSTACEAN","Skate",0.654,NA,"21-25","other","other"
4950,81,"POLYCHAETE","Skate",0.09,NA,"21-25","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",2.089,NA,"21-25","Unidentified material","other"
6930,81,"AMPHIPOD","Skate",0.3,NA,"21-25","other","other"
6000,81,"CRUSTACEAN","Skate",0.947,NA,"21-25","other","other"
4950,81,"POLYCHAETE","Skate",0.1,NA,"21-25","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.506,NA,"21-25","Unidentified material","other"
8019,81,"DECAPOD","Skate",0.432,NA,"21-25","other","other"
6930,81,"AMPHIPOD","Skate",0.288,NA,"21-25","other","other"
6000,81,"CRUSTACEAN","Skate",0.037,NA,"26-30","other","other"
4950,81,"POLYCHAETE","Skate",2.035,NA,"26-30","other","other"
8111,NA,"SHRIMP","Skate",8.186,1,"41-45","borealis","Shrimp"
6000,81,"CRUSTACEAN","Skate",0.059,NA,"41-45","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1.795,NA,"41-45","Unidentified material","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1,NA,"46-50","Unidentified material","other"
9980,NA,"UNIDENTIFIED MATERIAL","Redfish",0.024,NA,"16-20","Unidentified material","other"
8112,81,"SHRIMP","Skate",3.38,NA,"21-25","montagui","Shrimp"
6000,81,"CRUSTACEAN","Skate",0.083,NA,"16-20","other","other"
6083,NA,"COPEPOD","Skate",0.001,1,"16-20","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.216,NA,"16-20","Unidentified material","other"
451,88,"ARCTIC COD","Skate",15.512,1,"21-25","other","other"
8110,81,"SHRIMP","Skate",9.161,NA,"21-25","Pandalus","Shrimp"
4950,81,"POLYCHAETE","Skate",0.227,NA,"21-25","other","other"
6000,81,"CRUSTACEAN","Skate",0.025,NA,"21-25","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",0.297,NA,"21-25","Unidentified material","other"
6930,81,"AMPHIPOD","Skate",0.089,NA,"26-30","other","other"
8111,NA,"SHRIMP","Skate",7.427,1,"41-45","borealis","Shrimp"
8110,81,"SHRIMP","Skate",14.133,NA,"41-45","Pandalus","Shrimp"
810,88,"HOOKEAR SCULPIN","Skate",39.998,1,"46-50","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",6.5,NA,"46-50","other","other"
9998,NA,"EMPTY","Skate",NA,NA,"46-50","other","other"
999,81,"UNIDENTIFIED FISH","Skate",0.172,NA,"21-25","other","other"
999,88,"UNIDENTIFIED FISH","Skate",0,NA,"21-25","other","other"
6930,81,"AMPHIPOD","Skate",0.212,NA,"21-25","other","other"
8081,NA,"SHRIMP","Skate",2.236,1,"21-25","other","other"
8020,NA,"SHRIMP/SHRIMP SAMPLE","Skate",4.363,1,"21-25","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",2.905,NA,"21-25","Unidentified material","other"
8081,NA,"SHRIMP","Skate",3.584,1,"26-30","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",1.703,NA,"26-30","other","other"
8081,NA,"SHRIMP","Skate",8.572,2,"26-30","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",0.882,NA,"26-30","other","other"
4950,81,"POLYCHAETE","Skate",0.295,NA,"26-30","other","other"
6000,81,"CRUSTACEAN","Skate",0.08,NA,"26-30","other","other"
9980,NA,"UNIDENTIFIED MATERIAL","Skate",1.445,NA,"26-30","Unidentified material","other"
9998,NA,"EMPTY","Skate",NA,NA,"26-30","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",8.45,NA,"31-35","other","other"
6930,81,"AMPHIPOD","Skate",0.24,NA,"21-25","other","other"
8020,NA,"SHRIMP/SHRIMP SAMPLE","Skate",4.424,1,"21-25","other","other"
8081,NA,"SHRIMP","Skate",3.84,1,"41-45","other","other"
8081,81,"SHRIMP","Skate",7.222,NA,"41-45","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",6.026,NA,"41-45","other","other"
8020,NA,"SHRIMP/SHRIMP SAMPLE","Skate",3.036,2,"41-45","other","other"
8081,NA,"SHRIMP","Skate",9.602,2,"46-50","other","other"
8081,NA,"SHRIMP","Skate",6.509,2,"46-50","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",9.734,NA,"46-50","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",9.6,NA,"46-50","other","other"
4545,81,"CEPHALOPOD","Skate",0.222,NA,"51-55","other","other"
4950,81,"POLYCHAETE","Skate",0.732,NA,"51-55","other","other"
8203,81,"CRAB","Skate",23.026,NA,"51-55","other","other"
8020,81,"SHRIMP/SHRIMP SAMPLE","Skate",3.128,NA,"46-50","other","other"
