"","ContentKey","Prey_OS_ID","PreyWt","Prey_Count","OS_ID","Length","Trawl_ID","Year","Start.Depth","End.Depth","Study.Area","Scientific.Name","CommonName","Start.Lat.Degree","Start.Lat.Minutes","Start.Long.Degree","Start.Long.Minutes","FishKey","region","pred.name","depth","length.range"
"289","62114049_89_3_1_-617_556",451,48.856,1,89,39,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-617","SFA4","Skate","100-200 m","36-40"
"290","62114049_89_3_1_-617_557",6999,4.441,8,89,39,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-617","SFA4","Skate","100-200 m","36-40"
"291","62114049_89_3_1_-617_558",6999,1.595,4,89,39,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-617","SFA4","Skate","100-200 m","36-40"
"292","62114049_89_3_1_-617_559",6996,2.282,NA,89,39,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-617","SFA4","Skate","100-200 m","36-40"
"293","62114049_89_3_1_-617_560",8020,6.551,NA,89,39,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-617","SFA4","Skate","100-200 m","36-40"
"294","62114049_89_3_1_-617_561",9980,13.175,NA,89,39,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-617","SFA4","Skate","100-200 m","36-40"
"295","62114049_89_3_1_-618_545",5459,3.401,1,89,37.3,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-618","SFA4","Skate","100-200 m","36-40"
"296","62114049_89_3_1_-618_546",6999,1.774,4,89,37.3,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-618","SFA4","Skate","100-200 m","36-40"
"297","62114049_89_3_1_-618_547",6999,0.94,NA,89,37.3,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-618","SFA4","Skate","100-200 m","36-40"
"298","62114049_89_3_1_-618_548",4949,2.441,NA,89,37.3,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-618","SFA4","Skate","100-200 m","36-40"
"299","62114049_89_3_1_-618_549",4545,0.874,NA,89,37.3,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-618","SFA4","Skate","100-200 m","36-40"
"300","62114049_89_3_1_-618_550",8081,0.963,1,89,37.3,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-618","SFA4","Skate","100-200 m","36-40"
"301","62114049_89_3_1_-618_551",9980,3.279,NA,89,37.3,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-618","SFA4","Skate","100-200 m","36-40"
"302","62114049_89_3_1_-619_552",8203,4.175,NA,89,37.2,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-619","SFA4","Skate","100-200 m","36-40"
"303","62114049_89_3_1_-619_553",8020,3.261,NA,89,37.2,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-619","SFA4","Skate","100-200 m","36-40"
"304","62114049_89_3_1_-619_554",6999,0.556,NA,89,37.2,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-619","SFA4","Skate","100-200 m","36-40"
"305","62114049_89_3_1_-619_555",9980,6.501,NA,89,37.2,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-619","SFA4","Skate","100-200 m","36-40"
"306","62114049_89_3_1_-620_479",9998,NA,NA,89,37.1,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-620","SFA4","Skate","100-200 m","36-40"
"307","62114049_89_3_1_-621_480",6999,0.423,1,89,20.7,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-621","SFA4","Skate","100-200 m","16-20"
"308","62114049_89_3_1_-621_481",6999,2.012,5,89,20.7,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-621","SFA4","Skate","100-200 m","16-20"
"309","62114049_89_3_1_-621_482",6996,1.377,NA,89,20.7,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-621","SFA4","Skate","100-200 m","16-20"
"310","62114049_89_3_1_-621_483",9980,1.211,NA,89,20.7,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-621","SFA4","Skate","100-200 m","16-20"
"311","62114049_89_3_1_-622_511",6999,1.315,3,89,21.5,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-622","SFA4","Skate","100-200 m","21-25"
"312","62114049_89_3_1_-622_512",6999,0.963,2,89,21.5,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-622","SFA4","Skate","100-200 m","21-25"
"313","62114049_89_3_1_-622_513",6930,0.495,NA,89,21.5,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-622","SFA4","Skate","100-200 m","21-25"
"314","62114049_89_3_1_-622_514",4949,1.022,NA,89,21.5,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-622","SFA4","Skate","100-200 m","21-25"
"315","62114049_89_3_1_-623_484",6999,1.032,6,89,23.3,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-623","SFA4","Skate","100-200 m","21-25"
"316","62114049_89_3_1_-623_485",6999,0.592,2,89,23.3,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-623","SFA4","Skate","100-200 m","21-25"
"317","62114049_89_3_1_-623_486",6996,0.736,NA,89,23.3,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-623","SFA4","Skate","100-200 m","21-25"
"318","62114049_89_3_1_-623_487",9980,0.794,NA,89,23.3,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-623","SFA4","Skate","100-200 m","21-25"
"319","62114049_89_3_1_-624_515",6999,2.98,8,89,23.5,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-624","SFA4","Skate","100-200 m","21-25"
"320","62114049_89_3_1_-624_516",6999,0.387,1,89,23.5,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-624","SFA4","Skate","100-200 m","21-25"
"321","62114049_89_3_1_-624_517",6999,0.352,1,89,23.5,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-624","SFA4","Skate","100-200 m","21-25"
"322","62114049_89_3_1_-624_518",6999,1.207,NA,89,23.5,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-624","SFA4","Skate","100-200 m","21-25"
"323","62114049_89_3_1_-624_519",4949,0.112,NA,89,23.5,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-624","SFA4","Skate","100-200 m","21-25"
"324","62114049_89_3_1_-624_520",9980,1.825,NA,89,23.5,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-624","SFA4","Skate","100-200 m","21-25"
"325","62114049_89_3_1_-625_521",6999,1.968,4,89,21.2,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-625","SFA4","Skate","100-200 m","21-25"
"326","62114049_89_3_1_-625_522",6999,0.903,4,89,21.2,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-625","SFA4","Skate","100-200 m","21-25"
"327","62114049_89_3_1_-625_523",6930,1.176,NA,89,21.2,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-625","SFA4","Skate","100-200 m","21-25"
"328","62114049_89_3_1_-625_524",9980,1.496,NA,89,21.2,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-625","SFA4","Skate","100-200 m","21-25"
"329","62114049_89_3_1_-626_538",6999,1.085,3,89,24.2,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-626","SFA4","Skate","100-200 m","21-25"
"330","62114049_89_3_1_-626_539",6999,1.508,4,89,24.2,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-626","SFA4","Skate","100-200 m","21-25"
"331","62114049_89_3_1_-626_540",6999,0.653,2,89,24.2,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-626","SFA4","Skate","100-200 m","21-25"
"332","62114049_89_3_1_-626_541",6996,0.237,NA,89,24.2,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-626","SFA4","Skate","100-200 m","21-25"
"333","62114049_89_3_1_-626_542",4949,0.277,NA,89,24.2,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-626","SFA4","Skate","100-200 m","21-25"
"334","62114049_89_3_1_-626_543",9980,2.463,NA,89,24.2,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-626","SFA4","Skate","100-200 m","21-25"
"335","62114049_89_3_1_-626_544",8020,3.76,1,89,24.2,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-626","SFA4","Skate","100-200 m","21-25"
"336","62114049_89_3_1_-627_525",6999,1.273,4,89,20.5,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-627","SFA4","Skate","100-200 m","16-20"
"337","62114049_89_3_1_-627_526",6999,1.799,6,89,20.5,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-627","SFA4","Skate","100-200 m","16-20"
"338","62114049_89_3_1_-627_527",6996,1.119,NA,89,20.5,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-627","SFA4","Skate","100-200 m","16-20"
"339","62114049_89_3_1_-627_528",9980,1.636,NA,89,20.5,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-627","SFA4","Skate","100-200 m","16-20"
"340","62114049_89_3_1_-628_535",6999,2.003,5,89,19.9,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-628","SFA4","Skate","100-200 m","16-20"
"341","62114049_89_3_1_-628_536",6996,1.976,NA,89,19.9,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-628","SFA4","Skate","100-200 m","16-20"
"342","62114049_89_3_1_-628_537",9980,1.254,NA,89,19.9,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-628","SFA4","Skate","100-200 m","16-20"
"343","62114049_89_3_1_-629_531",6999,0.666,1,89,18.5,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-629","SFA4","Skate","100-200 m","16-20"
"344","62114049_89_3_1_-629_532",6999,0.423,2,89,18.5,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-629","SFA4","Skate","100-200 m","16-20"
"345","62114049_89_3_1_-629_533",6996,2.142,NA,89,18.5,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-629","SFA4","Skate","100-200 m","16-20"
"346","62114049_89_3_1_-629_534",9980,1.64,NA,89,18.5,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-629","SFA4","Skate","100-200 m","16-20"
"347","62114049_89_3_1_-630_529",6999,1.04,2,89,18.3,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-630","SFA4","Skate","100-200 m","16-20"
"348","62114049_89_3_1_-630_530",6996,0.554,NA,89,18.3,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-630","SFA4","Skate","100-200 m","16-20"
"349","62114049_89_3_1_-631_507",6999,1.028,3,89,19.1,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-631","SFA4","Skate","100-200 m","16-20"
"350","62114049_89_3_1_-631_508",6999,0.325,1,89,19.1,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-631","SFA4","Skate","100-200 m","16-20"
"351","62114049_89_3_1_-631_509",6996,1.148,NA,89,19.1,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-631","SFA4","Skate","100-200 m","16-20"
"352","62114049_89_3_1_-631_510",9980,0.831,NA,89,19.1,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-631","SFA4","Skate","100-200 m","16-20"
"353","62114049_89_3_1_-632_504",6999,0.354,1,89,16.7,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-632","SFA4","Skate","100-200 m","16-20"
"354","62114049_89_3_1_-632_505",6999,0.636,NA,89,16.7,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-632","SFA4","Skate","100-200 m","16-20"
"355","62114049_89_3_1_-632_506",6930,0.602,NA,89,16.7,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-632","SFA4","Skate","100-200 m","16-20"
"356","62114049_89_3_1_-633_500",6999,0.41,2,89,16.7,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-633","SFA4","Skate","100-200 m","16-20"
"357","62114049_89_3_1_-633_501",6996,0.739,NA,89,16.7,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-633","SFA4","Skate","100-200 m","16-20"
"358","62114049_89_3_1_-633_502",9980,0.877,NA,89,16.7,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-633","SFA4","Skate","100-200 m","16-20"
"359","62114049_89_3_1_-633_503",6930,0.104,NA,89,16.7,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-633","SFA4","Skate","100-200 m","16-20"
"360","62114049_89_3_1_-634_496",6999,1.411,3,89,17.1,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-634","SFA4","Skate","100-200 m","16-20"
"361","62114049_89_3_1_-634_497",6999,0.632,2,89,17.1,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-634","SFA4","Skate","100-200 m","16-20"
"362","62114049_89_3_1_-634_498",6996,0.868,NA,89,17.1,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-634","SFA4","Skate","100-200 m","16-20"
"363","62114049_89_3_1_-634_499",9980,0.298,NA,89,17.1,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-634","SFA4","Skate","100-200 m","16-20"
"364","62114049_89_3_1_-635_488",6999,0.775,2,89,18,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-635","SFA4","Skate","100-200 m","16-20"
"365","62114049_89_3_1_-635_489",6996,0.902,NA,89,18,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-635","SFA4","Skate","100-200 m","16-20"
"366","62114049_89_3_1_-635_490",9980,0.892,NA,89,18,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-635","SFA4","Skate","100-200 m","16-20"
"367","62114049_89_3_1_-636_491",6999,1.209,3,89,18.1,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-636","SFA4","Skate","100-200 m","16-20"
"368","62114049_89_3_1_-636_492",6996,0.946,NA,89,18.1,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-636","SFA4","Skate","100-200 m","16-20"
"369","62114049_89_3_1_-636_493",6930,1.085,NA,89,18.1,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-636","SFA4","Skate","100-200 m","16-20"
"370","62114049_89_3_1_-637_494",6930,0.575,NA,89,16.1,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-637","SFA4","Skate","100-200 m","16-20"
"371","62114049_89_3_1_-637_495",9980,0.143,NA,89,16.1,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-637","SFA4","Skate","100-200 m","16-20"
"372","62114049_89_3_1_-655_108",6996,0.254,NA,89,15.7,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-655","SFA4","Skate","100-200 m","11-15"
"373","62114049_89_3_1_-655_109",9980,0.906,NA,89,15.7,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-655","SFA4","Skate","100-200 m","11-15"
"374","62114049_89_3_1_-656_110",6999,0.293,1,89,13.9,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-656","SFA4","Skate","100-200 m","11-15"
"375","62114049_89_3_1_-656_111",6930,0.767,NA,89,13.9,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-656","SFA4","Skate","100-200 m","11-15"
"376","62114049_89_3_1_-657_115",6930,0.992,NA,89,13.7,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-657","SFA4","Skate","100-200 m","11-15"
"377","62114049_89_3_1_-658_112",6999,0.231,1,89,12,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-658","SFA4","Skate","100-200 m","11-15"
"378","62114049_89_3_1_-658_113",6930,0.242,NA,89,12,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-658","SFA4","Skate","100-200 m","11-15"
"379","62114049_89_3_1_-658_114",9980,0.235,NA,89,12,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-658","SFA4","Skate","100-200 m","11-15"
"380","62114049_89_3_1_-659_116",6930,0.053,NA,89,12,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-659","SFA4","Skate","100-200 m","11-15"
"381","62114049_89_3_1_-659_117",6083,0.004,1,89,12,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-659","SFA4","Skate","100-200 m","11-15"
"382","62114049_89_3_1_-659_118",9980,0.426,NA,89,12,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-659","SFA4","Skate","100-200 m","11-15"
"383","62114049_89_3_1_-660_119",6930,0.061,NA,89,15,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-660","SFA4","Skate","100-200 m","11-15"
"384","62114049_89_3_1_-660_120",6999,0.283,2,89,15,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-660","SFA4","Skate","100-200 m","11-15"
"385","62114049_89_3_1_-660_121",9980,0.778,NA,89,15,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-660","SFA4","Skate","100-200 m","11-15"
"386","62114049_89_3_1_-661_122",6999,0.887,NA,89,12.7,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-661","SFA4","Skate","100-200 m","11-15"
"387","62114049_89_3_1_-662_123",6999,0.084,1,89,11.9,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-662","SFA4","Skate","100-200 m","11-15"
"388","62114049_89_3_1_-662_124",9980,0.214,NA,89,11.9,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-662","SFA4","Skate","100-200 m","11-15"
"389","62114049_89_3_1_-663_125",6930,0.081,NA,89,11.8,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-663","SFA4","Skate","100-200 m","11-15"
"390","62114049_89_3_1_-663_126",9980,0.647,NA,89,11.8,62114049,2019,177,177,"2G","RAJA SP","SKATE",59,18.6709,61,24.2428,"62114049_89_3_1_-663","SFA4","Skate","100-200 m","11-15"
"391","62114053_792_3_1_-814_449",9980,0.409,NA,792,18.1,62114053,2019,456,466,"2G","SEBASTES SP","REDFISH",59,7.7323,60,10.3829,"62114053_792_3_1_-814","SFA4","Redfish","400-500 m","16-20"
"392","62114053_89_3_1_-803_445",9980,0.377,NA,89,21.7,62114053,2019,456,466,"2G","RAJA SP","SKATE",59,7.7323,60,10.3829,"62114053_89_3_1_-803","SFA4","Skate","400-500 m","21-25"
"393","62114053_892_3_1_-801_455",9998,NA,NA,892,50,62114053,2019,456,466,"2G","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",59,7.7323,60,10.3829,"62114053_892_3_1_-801","SFA4","Greenland halibut","400-500 m","46-50"
"394","62114053_892_3_1_-802_451",9998,NA,NA,892,45,62114053,2019,456,466,"2G","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",59,7.7323,60,10.3829,"62114053_892_3_1_-802","SFA4","Greenland halibut","400-500 m","41-45"
"395","62114054_792_3_1_-822_1854",9998,NA,NA,792,22.5,62114054,2019,524,539,"2G","SEBASTES SP","REDFISH",59,11.1232,60,11.1243,"62114054_792_3_1_-822","SFA4","Redfish","500-750 m","21-25"
"396","62114054_892_3_1_-820_1863",9998,NA,NA,892,52,62114054,2019,524,539,"2G","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",59,11.1232,60,11.1243,"62114054_892_3_1_-820","SFA4","Greenland halibut","500-750 m","51-55"
"397","62114054_892_3_1_-821_1864",9998,NA,NA,892,46.5,62114054,2019,524,539,"2G","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",59,11.1232,60,11.1243,"62114054_892_3_1_-821","SFA4","Greenland halibut","500-750 m","46-50"
"398","62114064_892_3_1_-827_1546",9998,NA,NA,892,14,62114064,2019,176,175,"2G","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",59,57.4041,62,5.9091,"62114064_892_3_1_-827","SFA4","Greenland halibut","100-200 m","11-15"
"399","62114064_95_3_1_-826_1551",6000,5.76,NA,95,46,62114064,2019,176,175,"2G","RAJA HYPERBOREA = AMBLYRAJA HYPERBOREA","ARCTIC SKATE",59,57.4041,62,5.9091,"62114064_95_3_1_-826","SFA4","Skate","100-200 m","46-50"
"400","62114065_89_3_1_-900_1682",8111,6.752,1,89,48,62114065,2019,156,157,"2G","RAJA SP","SKATE",59,55.7879,62,50.6889,"62114065_89_3_1_-900","SFA4","Skate","100-200 m","46-50"
"401","62114065_89_3_1_-900_1683",8120,5.648,2,89,48,62114065,2019,156,157,"2G","RAJA SP","SKATE",59,55.7879,62,50.6889,"62114065_89_3_1_-900","SFA4","Skate","100-200 m","46-50"
"402","62114065_89_3_1_-900_1684",8020,0.41,NA,89,48,62114065,2019,156,157,"2G","RAJA SP","SKATE",59,55.7879,62,50.6889,"62114065_89_3_1_-900","SFA4","Skate","100-200 m","46-50"
"403","62114065_89_3_1_-900_1685",4950,1.48,NA,89,48,62114065,2019,156,157,"2G","RAJA SP","SKATE",59,55.7879,62,50.6889,"62114065_89_3_1_-900","SFA4","Skate","100-200 m","46-50"
"404","62114065_89_3_1_-900_1686",8178,5.251,1,89,48,62114065,2019,156,157,"2G","RAJA SP","SKATE",59,55.7879,62,50.6889,"62114065_89_3_1_-900","SFA4","Skate","100-200 m","46-50"
"405","62114065_89_3_1_-901_1672",999,7.643,NA,89,43,62114065,2019,156,157,"2G","RAJA SP","SKATE",59,55.7879,62,50.6889,"62114065_89_3_1_-901","SFA4","Skate","100-200 m","41-45"
"406","62114065_89_3_1_-901_1673",6930,0.554,NA,89,43,62114065,2019,156,157,"2G","RAJA SP","SKATE",59,55.7879,62,50.6889,"62114065_89_3_1_-901","SFA4","Skate","100-200 m","41-45"
"407","62114065_89_3_1_-901_1674",6000,1.626,NA,89,43,62114065,2019,156,157,"2G","RAJA SP","SKATE",59,55.7879,62,50.6889,"62114065_89_3_1_-901","SFA4","Skate","100-200 m","41-45"
"408","62114065_89_3_1_-901_1675",8019,7.198,NA,89,43,62114065,2019,156,157,"2G","RAJA SP","SKATE",59,55.7879,62,50.6889,"62114065_89_3_1_-901","SFA4","Skate","100-200 m","41-45"
"409","62114065_89_3_1_-901_1676",8074,5.614,1,89,43,62114065,2019,156,157,"2G","RAJA SP","SKATE",59,55.7879,62,50.6889,"62114065_89_3_1_-901","SFA4","Skate","100-200 m","41-45"
"410","62114065_89_3_1_-901_1677",8111,3.126,1,89,43,62114065,2019,156,157,"2G","RAJA SP","SKATE",59,55.7879,62,50.6889,"62114065_89_3_1_-901","SFA4","Skate","100-200 m","41-45"
"411","62114065_89_3_1_-901_1678",9980,8.987,NA,89,43,62114065,2019,156,157,"2G","RAJA SP","SKATE",59,55.7879,62,50.6889,"62114065_89_3_1_-901","SFA4","Skate","100-200 m","41-45"
"412","62114065_89_3_1_-902_1687",853,15.836,1,89,44.5,62114065,2019,156,157,"2G","RAJA SP","SKATE",59,55.7879,62,50.6889,"62114065_89_3_1_-902","SFA4","Skate","100-200 m","41-45"
"413","62114065_89_3_1_-902_1688",8138,13.076,1,89,44.5,62114065,2019,156,157,"2G","RAJA SP","SKATE",59,55.7879,62,50.6889,"62114065_89_3_1_-902","SFA4","Skate","100-200 m","41-45"
"414","62114065_89_3_1_-902_1689",8020,2.396,NA,89,44.5,62114065,2019,156,157,"2G","RAJA SP","SKATE",59,55.7879,62,50.6889,"62114065_89_3_1_-902","SFA4","Skate","100-200 m","41-45"
