"","ContentKey","Prey_OS_ID","PreyWt","Prey_Count","OS_ID","Length","Trawl_ID","Year","Start.Depth","End.Depth","Study.Area","Scientific.Name","CommonName","Start.Lat.Degree","Start.Lat.Minutes","Start.Long.Degree","Start.Long.Minutes","FishKey","region","pred.name","depth","length.range"
"673","62114175_892_3_1_-1642_185",999,0,NA,892,29.6,62114175,2019,272,272,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,39.9827,61,24.5501,"62114175_892_3_1_-1642","EAZ","Greenland halibut","200-300 m","26-30"
"674","62114175_892_3_1_-1642_186",436,4.547,1,892,29.6,62114175,2019,272,272,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,39.9827,61,24.5501,"62114175_892_3_1_-1642","EAZ","Greenland halibut","200-300 m","26-30"
"675","62114175_892_3_1_-1642_187",8020,0.872,1,892,29.6,62114175,2019,272,272,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,39.9827,61,24.5501,"62114175_892_3_1_-1642","EAZ","Greenland halibut","200-300 m","26-30"
"676","62114175_892_3_1_-1643_195",999,0,NA,892,23.2,62114175,2019,272,272,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,39.9827,61,24.5501,"62114175_892_3_1_-1643","EAZ","Greenland halibut","200-300 m","21-25"
"677","62114175_892_3_1_-1643_196",999,0.099,NA,892,23.2,62114175,2019,272,272,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,39.9827,61,24.5501,"62114175_892_3_1_-1643","EAZ","Greenland halibut","200-300 m","21-25"
"678","62114175_892_3_1_-1643_197",9980,2.388,NA,892,23.2,62114175,2019,272,272,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,39.9827,61,24.5501,"62114175_892_3_1_-1643","EAZ","Greenland halibut","200-300 m","21-25"
"679","62114175_892_3_1_-1644_155",9980,1.329,NA,892,20.2,62114175,2019,272,272,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,39.9827,61,24.5501,"62114175_892_3_1_-1644","EAZ","Greenland halibut","200-300 m","16-20"
"680","62114176_89_3_1_-1650_210",999,33.153,NA,89,41.6,62114176,2019,169,172,"SFA2EX","RAJA SP","SKATE",65,39.2364,61,56.6672,"62114176_89_3_1_-1650","EAZ","Skate","100-200 m","41-45"
"681","62114176_89_3_1_-1650_211",999,0,NA,89,41.6,62114176,2019,169,172,"SFA2EX","RAJA SP","SKATE",65,39.2364,61,56.6672,"62114176_89_3_1_-1650","EAZ","Skate","100-200 m","41-45"
"682","62114176_89_3_1_-1650_212",999,0,NA,89,41.6,62114176,2019,169,172,"SFA2EX","RAJA SP","SKATE",65,39.2364,61,56.6672,"62114176_89_3_1_-1650","EAZ","Skate","100-200 m","41-45"
"683","62114176_89_3_1_-1650_213",8020,1.047,NA,89,41.6,62114176,2019,169,172,"SFA2EX","RAJA SP","SKATE",65,39.2364,61,56.6672,"62114176_89_3_1_-1650","EAZ","Skate","100-200 m","41-45"
"684","62114176_89_3_1_-1651_214",4949,0.862,NA,89,23.8,62114176,2019,169,172,"SFA2EX","RAJA SP","SKATE",65,39.2364,61,56.6672,"62114176_89_3_1_-1651","EAZ","Skate","100-200 m","21-25"
"685","62114176_89_3_1_-1651_215",8111,16.349,1,89,23.8,62114176,2019,169,172,"SFA2EX","RAJA SP","SKATE",65,39.2364,61,56.6672,"62114176_89_3_1_-1651","EAZ","Skate","100-200 m","21-25"
"686","62114176_89_3_1_-1652_202",6999,0.402,3,89,24.6,62114176,2019,169,172,"SFA2EX","RAJA SP","SKATE",65,39.2364,61,56.6672,"62114176_89_3_1_-1652","EAZ","Skate","100-200 m","21-25"
"687","62114176_89_3_1_-1652_203",6930,1.001,NA,89,24.6,62114176,2019,169,172,"SFA2EX","RAJA SP","SKATE",65,39.2364,61,56.6672,"62114176_89_3_1_-1652","EAZ","Skate","100-200 m","21-25"
"688","62114176_89_3_1_-1653_208",6930,0.265,NA,89,17.9,62114176,2019,169,172,"SFA2EX","RAJA SP","SKATE",65,39.2364,61,56.6672,"62114176_89_3_1_-1653","EAZ","Skate","100-200 m","16-20"
"689","62114176_89_3_1_-1653_209",4950,2.521,NA,89,17.9,62114176,2019,169,172,"SFA2EX","RAJA SP","SKATE",65,39.2364,61,56.6672,"62114176_89_3_1_-1653","EAZ","Skate","100-200 m","16-20"
"690","62114176_89_3_1_-1654_200",9998,NA,NA,89,22.8,62114176,2019,169,172,"SFA2EX","RAJA SP","SKATE",65,39.2364,61,56.6672,"62114176_89_3_1_-1654","EAZ","Skate","100-200 m","21-25"
"691","62114176_892_3_1_-1661_216",436,13.708,1,892,29.9,62114176,2019,169,172,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,39.2364,61,56.6672,"62114176_892_3_1_-1661","EAZ","Greenland halibut","100-200 m","26-30"
"692","62114179_89_3_1_-1662_801",9980,0.5,NA,89,22.1,62114179,2019,286,285,"SFA2EX","RAJA SP","SKATE",65,7.9371,60,39.3087,"62114179_89_3_1_-1662","EAZ","Skate","200-300 m","21-25"
"693","62114184_89_3_1_-1663_805",6930,0.376,NA,89,37.3,62114184,2019,267,265,"SFA2EX","RAJA SP","SKATE",65,7.329,60,57.742,"62114184_89_3_1_-1663","EAZ","Skate","200-300 m","36-40"
"694","62114184_89_3_1_-1663_806",999,0.363,NA,89,37.3,62114184,2019,267,265,"SFA2EX","RAJA SP","SKATE",65,7.329,60,57.742,"62114184_89_3_1_-1663","EAZ","Skate","200-300 m","36-40"
"695","62114184_89_3_1_-1663_807",9980,2.756,NA,89,37.3,62114184,2019,267,265,"SFA2EX","RAJA SP","SKATE",65,7.329,60,57.742,"62114184_89_3_1_-1663","EAZ","Skate","200-300 m","36-40"
"696","62114185_89_3_1_-1664_1917",6000,0.544,NA,89,17.6,62114185,2019,268,267,"SFA2EX","RAJA SP","SKATE",65,13.7371,61,30.8493,"62114185_89_3_1_-1664","EAZ","Skate","200-300 m","16-20"
"697","62114185_892_3_1_-1668_1920",813,2.729,1,892,32,62114185,2019,268,267,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,13.7371,61,30.8493,"62114185_892_3_1_-1668","EAZ","Greenland halibut","200-300 m","31-35"
"698","62114185_892_3_1_-1668_1921",999,2.311,NA,892,32,62114185,2019,268,267,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,13.7371,61,30.8493,"62114185_892_3_1_-1668","EAZ","Greenland halibut","200-300 m","31-35"
"699","62114185_892_3_1_-1668_1922",999,0,NA,892,32,62114185,2019,268,267,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,13.7371,61,30.8493,"62114185_892_3_1_-1668","EAZ","Greenland halibut","200-300 m","31-35"
"700","62114185_892_3_1_-1668_1923",999,0,NA,892,32,62114185,2019,268,267,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,13.7371,61,30.8493,"62114185_892_3_1_-1668","EAZ","Greenland halibut","200-300 m","31-35"
"701","62114185_892_3_1_-1669_1915",6967,0.135,NA,892,10.4,62114185,2019,268,267,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,13.7371,61,30.8493,"62114185_892_3_1_-1669","EAZ","Greenland halibut","200-300 m","6-10"
"702","62114185_892_3_1_-1670_1916",9980,0.107,NA,892,10.6,62114185,2019,268,267,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,13.7371,61,30.8493,"62114185_892_3_1_-1670","EAZ","Greenland halibut","200-300 m","6-10"
"703","62114185_892_3_1_-1671_1913",6967,0.246,NA,892,10.3,62114185,2019,268,267,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,13.7371,61,30.8493,"62114185_892_3_1_-1671","EAZ","Greenland halibut","200-300 m","6-10"
"704","62114186_89_3_1_-1672_1354",2570,0.945,1,89,24.2,62114186,2019,246,249,"SFA2EX","RAJA SP","SKATE",64,53.9605,61,22.8059,"62114186_89_3_1_-1672","EAZ","Skate","200-300 m","21-25"
"705","62114186_89_3_1_-1672_1355",7211,0.393,1,89,24.2,62114186,2019,246,249,"SFA2EX","RAJA SP","SKATE",64,53.9605,61,22.8059,"62114186_89_3_1_-1672","EAZ","Skate","200-300 m","21-25"
"706","62114186_89_3_1_-1672_1356",9980,0.316,NA,89,24.2,62114186,2019,246,249,"SFA2EX","RAJA SP","SKATE",64,53.9605,61,22.8059,"62114186_89_3_1_-1672","EAZ","Skate","200-300 m","21-25"
"707","62114187_90_3_1_-1676_266",9998,NA,NA,90,40.4,62114187,2019,261,262,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,47.7399,61,22.923,"62114187_90_3_1_-1676","EAZ","Skate","200-300 m","36-40"
"708","62114187_90_3_1_-1677_270",808,17.623,1,90,38.6,62114187,2019,261,262,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,47.7399,61,22.923,"62114187_90_3_1_-1677","EAZ","Skate","200-300 m","36-40"
"709","62114187_90_3_1_-1678_263",7211,0.243,1,90,22.1,62114187,2019,261,262,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,47.7399,61,22.923,"62114187_90_3_1_-1678","EAZ","Skate","200-300 m","21-25"
"710","62114187_90_3_1_-1678_264",6967,0.032,1,90,22.1,62114187,2019,261,262,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,47.7399,61,22.923,"62114187_90_3_1_-1678","EAZ","Skate","200-300 m","21-25"
"711","62114187_90_3_1_-1678_265",9980,0.665,NA,90,22.1,62114187,2019,261,262,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,47.7399,61,22.923,"62114187_90_3_1_-1678","EAZ","Skate","200-300 m","21-25"
"712","62114190_892_3_1_-1686_1306",6967,0.181,NA,892,12.4,62114190,2019,184,181,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,0.3032,62,36.5648,"62114190_892_3_1_-1686","EAZ","Greenland halibut","100-200 m","11-15"
"713","62114190_892_3_1_-1687_1304",6967,0.05,1,892,11.9,62114190,2019,184,181,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,0.3032,62,36.5648,"62114190_892_3_1_-1687","EAZ","Greenland halibut","100-200 m","11-15"
"714","62114190_892_3_1_-1687_1305",6967,0.072,NA,892,11.9,62114190,2019,184,181,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,0.3032,62,36.5648,"62114190_892_3_1_-1687","EAZ","Greenland halibut","100-200 m","11-15"
"715","62114190_892_3_1_-1688_1303",6967,0.016,1,892,11.5,62114190,2019,184,181,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,0.3032,62,36.5648,"62114190_892_3_1_-1688","EAZ","Greenland halibut","100-200 m","11-15"
"716","62114190_892_3_1_-1689_1301",6967,0.075,2,892,10.6,62114190,2019,184,181,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,0.3032,62,36.5648,"62114190_892_3_1_-1689","EAZ","Greenland halibut","100-200 m","6-10"
"717","62114190_892_3_1_-1689_1302",6967,0.158,NA,892,10.6,62114190,2019,184,181,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,0.3032,62,36.5648,"62114190_892_3_1_-1689","EAZ","Greenland halibut","100-200 m","6-10"
"718","62114190_892_3_1_-1690_1300",9980,0.065,NA,892,10.3,62114190,2019,184,181,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,0.3032,62,36.5648,"62114190_892_3_1_-1690","EAZ","Greenland halibut","100-200 m","6-10"
"719","62114190_892_3_1_-1691_1298",6967,0.079,2,892,10.8,62114190,2019,184,181,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,0.3032,62,36.5648,"62114190_892_3_1_-1691","EAZ","Greenland halibut","100-200 m","6-10"
"720","62114190_892_3_1_-1691_1299",6967,0.159,NA,892,10.8,62114190,2019,184,181,"SFA2EX","REINHARDTIUS HIPPOGLOSSOIDES","GREENLAND HALIBUT, TURBOT",65,0.3032,62,36.5648,"62114190_892_3_1_-1691","EAZ","Greenland halibut","100-200 m","6-10"
"721","62114190_90_3_1_-1682_1294",4950,0.893,NA,90,17.5,62114190,2019,184,181,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",65,0.3032,62,36.5648,"62114190_90_3_1_-1682","EAZ","Skate","100-200 m","16-20"
"722","62114190_90_3_1_-1682_1295",6930,0.481,NA,90,17.5,62114190,2019,184,181,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",65,0.3032,62,36.5648,"62114190_90_3_1_-1682","EAZ","Skate","100-200 m","16-20"
"723","62114190_90_3_1_-1682_1296",6000,0.274,NA,90,17.5,62114190,2019,184,181,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",65,0.3032,62,36.5648,"62114190_90_3_1_-1682","EAZ","Skate","100-200 m","16-20"
"724","62114190_90_3_1_-1682_1297",6996,0.051,1,90,17.5,62114190,2019,184,181,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",65,0.3032,62,36.5648,"62114190_90_3_1_-1682","EAZ","Skate","100-200 m","16-20"
"725","62114190_90_3_1_-1683_1307",9998,NA,NA,90,16.5,62114190,2019,184,181,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",65,0.3032,62,36.5648,"62114190_90_3_1_-1683","EAZ","Skate","100-200 m","16-20"
"726","62114192_90_3_1_-1692_969",4545,0.031,NA,90,25.4,62114192,2019,276,289,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,39.7068,63,4.8382,"62114192_90_3_1_-1692","EAZ","Skate","200-300 m","21-25"
"727","62114192_90_3_1_-1692_970",4950,0.04,NA,90,25.4,62114192,2019,276,289,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,39.7068,63,4.8382,"62114192_90_3_1_-1692","EAZ","Skate","200-300 m","21-25"
"728","62114192_90_3_1_-1692_971",9980,0.695,NA,90,25.4,62114192,2019,276,289,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,39.7068,63,4.8382,"62114192_90_3_1_-1692","EAZ","Skate","200-300 m","21-25"
"729","62114192_90_3_1_-1693_954",999,0.299,NA,90,30.3,62114192,2019,276,289,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,39.7068,63,4.8382,"62114192_90_3_1_-1693","EAZ","Skate","200-300 m","26-30"
"730","62114192_90_3_1_-1693_955",9980,1.13,NA,90,30.3,62114192,2019,276,289,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,39.7068,63,4.8382,"62114192_90_3_1_-1693","EAZ","Skate","200-300 m","26-30"
"731","62114194_90_3_1_-1694_956",6000,0.137,NA,90,23.5,62114194,2019,389,390,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,38.2261,63,24.0016,"62114194_90_3_1_-1694","EAZ","Skate","300-400 m","21-25"
"732","62114194_90_3_1_-1694_957",9980,0.344,NA,90,23.5,62114194,2019,389,390,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,38.2261,63,24.0016,"62114194_90_3_1_-1694","EAZ","Skate","300-400 m","21-25"
"733","62114194_90_3_1_-1694_958",4950,0.542,NA,90,23.5,62114194,2019,389,390,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,38.2261,63,24.0016,"62114194_90_3_1_-1694","EAZ","Skate","300-400 m","21-25"
"734","62114194_90_3_1_-1695_959",4950,1.374,NA,90,28.1,62114194,2019,389,390,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,38.2261,63,24.0016,"62114194_90_3_1_-1695","EAZ","Skate","300-400 m","26-30"
"735","62114194_90_3_1_-1695_960",6000,0.583,NA,90,28.1,62114194,2019,389,390,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,38.2261,63,24.0016,"62114194_90_3_1_-1695","EAZ","Skate","300-400 m","26-30"
"736","62114194_90_3_1_-1695_961",8020,0.775,NA,90,28.1,62114194,2019,389,390,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,38.2261,63,24.0016,"62114194_90_3_1_-1695","EAZ","Skate","300-400 m","26-30"
"737","62114194_90_3_1_-1695_962",9980,1.727,NA,90,28.1,62114194,2019,389,390,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,38.2261,63,24.0016,"62114194_90_3_1_-1695","EAZ","Skate","300-400 m","26-30"
"738","62114195_90_3_1_-1696_952",4950,0.126,NA,90,24.1,62114195,2019,363,364,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,33.3499,62,45.8029,"62114195_90_3_1_-1696","EAZ","Skate","300-400 m","21-25"
"739","62114195_90_3_1_-1696_953",6930,0.734,NA,90,24.1,62114195,2019,363,364,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,33.3499,62,45.8029,"62114195_90_3_1_-1696","EAZ","Skate","300-400 m","21-25"
"740","62114195_90_3_1_-1697_968",4846,3.023,NA,90,33.8,62114195,2019,363,364,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,33.3499,62,45.8029,"62114195_90_3_1_-1697","EAZ","Skate","300-400 m","31-35"
"741","62114196_90_3_1_-1698_963",6930,0.645,NA,90,24.8,62114196,2019,300,297,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,20.2808,62,52.3325,"62114196_90_3_1_-1698","EAZ","Skate","200-300 m","21-25"
"742","62114196_90_3_1_-1698_964",4950,0.737,NA,90,24.8,62114196,2019,300,297,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,20.2808,62,52.3325,"62114196_90_3_1_-1698","EAZ","Skate","200-300 m","21-25"
"743","62114196_90_3_1_-1698_965",6000,0.293,NA,90,24.8,62114196,2019,300,297,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,20.2808,62,52.3325,"62114196_90_3_1_-1698","EAZ","Skate","200-300 m","21-25"
"744","62114196_90_3_1_-1698_966",9980,1.615,NA,90,24.8,62114196,2019,300,297,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,20.2808,62,52.3325,"62114196_90_3_1_-1698","EAZ","Skate","200-300 m","21-25"
"745","62114197_90_3_1_-1699_967",726,59.24,1,90,46.1,62114197,2019,320,323,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,24.208,62,30.0279,"62114197_90_3_1_-1699","EAZ","Skate","300-400 m","46-50"
"746","62114197_90_3_1_-1700_972",8111,5.476,1,90,42.6,62114197,2019,320,323,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,24.208,62,30.0279,"62114197_90_3_1_-1700","EAZ","Skate","300-400 m","41-45"
"747","62114197_90_3_1_-1700_973",4950,1.435,NA,90,42.6,62114197,2019,320,323,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,24.208,62,30.0279,"62114197_90_3_1_-1700","EAZ","Skate","300-400 m","41-45"
"748","62114197_90_3_1_-1700_974",9980,0.879,NA,90,42.6,62114197,2019,320,323,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,24.208,62,30.0279,"62114197_90_3_1_-1700","EAZ","Skate","300-400 m","41-45"
"749","62114197_90_3_1_-1701_975",10011,29.993,NA,90,44.3,62114197,2019,320,323,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,24.208,62,30.0279,"62114197_90_3_1_-1701","EAZ","Skate","300-400 m","41-45"
"750","62114200_90_3_1_-1702_1261",6930,0.052,NA,90,24.6,62114200,2019,340,339,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,24.613,61,47.0597,"62114200_90_3_1_-1702","EAZ","Skate","300-400 m","21-25"
"751","62114200_90_3_1_-1702_1262",4950,0.198,NA,90,24.6,62114200,2019,340,339,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,24.613,61,47.0597,"62114200_90_3_1_-1702","EAZ","Skate","300-400 m","21-25"
"752","62114201_90_3_1_-1706_236",10560,0.013,1,90,15.4,62114201,2019,343,343,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,22.9333,61,1.0875,"62114201_90_3_1_-1706","EAZ","Skate","300-400 m","11-15"
"753","62114201_90_3_1_-1706_237",6967,0.026,1,90,15.4,62114201,2019,343,343,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,22.9333,61,1.0875,"62114201_90_3_1_-1706","EAZ","Skate","300-400 m","11-15"
"754","62114201_90_3_1_-1706_238",6967,0.015,1,90,15.4,62114201,2019,343,343,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,22.9333,61,1.0875,"62114201_90_3_1_-1706","EAZ","Skate","300-400 m","11-15"
"755","62114201_90_3_1_-1706_239",6930,0.205,NA,90,15.4,62114201,2019,343,343,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,22.9333,61,1.0875,"62114201_90_3_1_-1706","EAZ","Skate","300-400 m","11-15"
"756","62114201_90_3_1_-1706_240",9980,0.644,NA,90,15.4,62114201,2019,343,343,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,22.9333,61,1.0875,"62114201_90_3_1_-1706","EAZ","Skate","300-400 m","11-15"
"757","62114205_90_3_1_-1715_1310",999,0.835,NA,90,35,62114205,2019,243,239,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,11.3842,61,53.8629,"62114205_90_3_1_-1715","EAZ","Skate","200-300 m","31-35"
"758","62114205_90_3_1_-1715_1311",4950,0.03,NA,90,35,62114205,2019,243,239,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,11.3842,61,53.8629,"62114205_90_3_1_-1715","EAZ","Skate","200-300 m","31-35"
"759","62114205_90_3_1_-1715_1312",6000,0.272,NA,90,35,62114205,2019,243,239,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,11.3842,61,53.8629,"62114205_90_3_1_-1715","EAZ","Skate","200-300 m","31-35"
"760","62114205_90_3_1_-1715_1313",6763,0.02,1,90,35,62114205,2019,243,239,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,11.3842,61,53.8629,"62114205_90_3_1_-1715","EAZ","Skate","200-300 m","31-35"
"761","62114205_90_3_1_-1715_1314",9980,1.708,NA,90,35,62114205,2019,243,239,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,11.3842,61,53.8629,"62114205_90_3_1_-1715","EAZ","Skate","200-300 m","31-35"
"762","62114205_90_3_1_-1716_1322",7389,0.763,1,90,27.3,62114205,2019,243,239,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,11.3842,61,53.8629,"62114205_90_3_1_-1716","EAZ","Skate","200-300 m","26-30"
"763","62114205_90_3_1_-1716_1323",7211,0.854,1,90,27.3,62114205,2019,243,239,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,11.3842,61,53.8629,"62114205_90_3_1_-1716","EAZ","Skate","200-300 m","26-30"
"764","62114205_90_3_1_-1716_1324",4950,0.226,NA,90,27.3,62114205,2019,243,239,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,11.3842,61,53.8629,"62114205_90_3_1_-1716","EAZ","Skate","200-300 m","26-30"
"765","62114207_90_3_1_-1717_1345",4950,2.88,NA,90,40.5,62114207,2019,134,135,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,7.0613,62,42.3165,"62114207_90_3_1_-1717","EAZ","Skate","100-200 m","36-40"
"766","62114207_90_3_1_-1717_1346",6930,2.486,NA,90,40.5,62114207,2019,134,135,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,7.0613,62,42.3165,"62114207_90_3_1_-1717","EAZ","Skate","100-200 m","36-40"
"767","62114207_90_3_1_-1717_1347",6000,2.497,NA,90,40.5,62114207,2019,134,135,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,7.0613,62,42.3165,"62114207_90_3_1_-1717","EAZ","Skate","100-200 m","36-40"
"768","62114207_90_3_1_-1717_1348",7389,10.205,NA,90,40.5,62114207,2019,134,135,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,7.0613,62,42.3165,"62114207_90_3_1_-1717","EAZ","Skate","100-200 m","36-40"
"769","62114207_90_3_1_-1717_1349",7389,14.028,10,90,40.5,62114207,2019,134,135,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,7.0613,62,42.3165,"62114207_90_3_1_-1717","EAZ","Skate","100-200 m","36-40"
"770","62114207_90_3_1_-1717_1350",6846,0.568,1,90,40.5,62114207,2019,134,135,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,7.0613,62,42.3165,"62114207_90_3_1_-1717","EAZ","Skate","100-200 m","36-40"
"771","62114207_90_3_1_-1717_1351",9980,4.872,NA,90,40.5,62114207,2019,134,135,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,7.0613,62,42.3165,"62114207_90_3_1_-1717","EAZ","Skate","100-200 m","36-40"
"772","62114208_90_3_1_-1718_1326",4950,3.782,NA,90,38.1,62114208,2019,324,322,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,10.4584,63,25.0238,"62114208_90_3_1_-1718","EAZ","Skate","300-400 m","36-40"
"773","62114208_90_3_1_-1718_1327",6000,2.081,NA,90,38.1,62114208,2019,324,322,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,10.4584,63,25.0238,"62114208_90_3_1_-1718","EAZ","Skate","300-400 m","36-40"
"774","62114208_90_3_1_-1718_1328",6930,2.023,NA,90,38.1,62114208,2019,324,322,"SFA2EX","RAJA RADIATA = AMBLYRAJA RADIATA","THORNY SKATE",64,10.4584,63,25.0238,"62114208_90_3_1_-1718","EAZ","Skate","300-400 m","36-40"
