"ContentKey","FishKey","Prey_OS_ID","ScientificName_W","CommonName_DB","Prey_Detail_Code","PreyWt","Prey_Count","OS_ID","Length","Year","Trawl_ID","Study.Area","Start.Depth","End.Depth","Start.Lat.Degree","Start.Lat.Minutes","Start.Long.Degree","Start.Long.Minutes","Phylum","Order","region","pred.name","depth","length.range"
"62114042_95_3_1_-410_1783","62114042_95_3_1_-410",8140,"","MALACOSTRACAN",81,3.097,NA,95,37.7,2019,62114042,"2G",175,175,58,55.9146,61,0.9215,"Arthropoda","Decapoda","SFA4","Skate","100-200 m","36-40"
"62114042_95_3_1_-410_1784","62114042_95_3_1_-410",8112,"Pandalus montagui","SHRIMP",5,1.187,1,95,37.7,2019,62114042,"2G",175,175,58,55.9146,61,0.9215,"Arthropoda","Decapoda","SFA4","Skate","100-200 m","36-40"
"62114042_95_3_1_-410_1785","62114042_95_3_1_-410",6000,"Crustacea","CRUSTACEAN",81,0.549,NA,95,37.7,2019,62114042,"2G",175,175,58,55.9146,61,0.9215,"Arthropoda",NA,"SFA4","Skate","100-200 m","36-40"
"62114042_95_3_1_-410_1786","62114042_95_3_1_-410",4950,"Polychaeta","POLYCHAETE",81,1.281,NA,95,37.7,2019,62114042,"2G",175,175,58,55.9146,61,0.9215,"Annelida",NA,"SFA4","Skate","100-200 m","36-40"
"62114042_95_3_1_-411_1782","62114042_95_3_1_-411",8111,"Pandalus borealis","SHRIMP",81,7.687,NA,95,47.8,2019,62114042,"2G",175,175,58,55.9146,61,0.9215,"Arthropoda","Decapoda","SFA4","Skate","100-200 m","46-50"
"62114044_892_3_1_-523_1524","62114044_892_3_1_-523",9998,"Empty","EMPTY",NA,NA,NA,892,13.1,2019,62114044,"2G",133,133,59,23.0889,62,18.3125,NA,NA,"SFA4","Greenland halibut","100-200 m","11-15"
"62114049_89_3_1_-617_556","62114049_89_3_1_-617",451,"Boreogadus saida","ARCTIC COD",88,48.856,1,89,39,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Chordata","Gadiformes","SFA4","Skate","100-200 m","36-40"
"62114049_89_3_1_-617_557","62114049_89_3_1_-617",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,4.441,8,89,39,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","36-40"
"62114049_89_3_1_-617_558","62114049_89_3_1_-617",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,1.595,4,89,39,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","36-40"
"62114049_89_3_1_-617_559","62114049_89_3_1_-617",6996,"Ampelisca","GAMMARID AMPHIPOD",81,2.282,NA,89,39,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","36-40"
"62114049_89_3_1_-617_560","62114049_89_3_1_-617",8020,"","SHRIMP/SHRIMP SAMPLE",81,6.551,NA,89,39,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Decapoda","SFA4","Skate","100-200 m","36-40"
"62114049_89_3_1_-617_561","62114049_89_3_1_-617",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,13.175,NA,89,39,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","36-40"
"62114049_89_3_1_-618_545","62114049_89_3_1_-618",5459,"Eunicida","POLYCHAETE",NA,3.401,1,89,37.3,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Annelida","Eunicida","SFA4","Skate","100-200 m","36-40"
"62114049_89_3_1_-618_546","62114049_89_3_1_-618",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,1.774,4,89,37.3,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","36-40"
"62114049_89_3_1_-618_547","62114049_89_3_1_-618",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",81,0.94,NA,89,37.3,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","36-40"
"62114049_89_3_1_-618_548","62114049_89_3_1_-618",4949,"Annelida","ANNELID",81,2.441,NA,89,37.3,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Annelida",NA,"SFA4","Skate","100-200 m","36-40"
"62114049_89_3_1_-618_549","62114049_89_3_1_-618",4545,"Cephalopoda","CEPHALOPOD",81,0.874,NA,89,37.3,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Mollusca",NA,"SFA4","Skate","100-200 m","36-40"
"62114049_89_3_1_-618_550","62114049_89_3_1_-618",8081,"Eualus belcheri","SHRIMP",NA,0.963,1,89,37.3,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Decapoda","SFA4","Skate","100-200 m","36-40"
"62114049_89_3_1_-618_551","62114049_89_3_1_-618",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,3.279,NA,89,37.3,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","36-40"
"62114049_89_3_1_-619_552","62114049_89_3_1_-619",8203,"Brachyura","CRAB",81,4.175,NA,89,37.2,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Decapoda","SFA4","Skate","100-200 m","36-40"
"62114049_89_3_1_-619_553","62114049_89_3_1_-619",8020,"","SHRIMP/SHRIMP SAMPLE",81,3.261,NA,89,37.2,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Decapoda","SFA4","Skate","100-200 m","36-40"
"62114049_89_3_1_-619_554","62114049_89_3_1_-619",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",81,0.556,NA,89,37.2,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","36-40"
"62114049_89_3_1_-619_555","62114049_89_3_1_-619",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,6.501,NA,89,37.2,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","36-40"
"62114049_89_3_1_-620_479","62114049_89_3_1_-620",9998,"Empty","EMPTY",NA,NA,NA,89,37.1,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","36-40"
"62114049_89_3_1_-621_480","62114049_89_3_1_-621",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,0.423,1,89,20.7,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-621_481","62114049_89_3_1_-621",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,2.012,5,89,20.7,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-621_482","62114049_89_3_1_-621",6996,"Ampelisca","GAMMARID AMPHIPOD",81,1.377,NA,89,20.7,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-621_483","62114049_89_3_1_-621",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,1.211,NA,89,20.7,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-622_511","62114049_89_3_1_-622",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,1.315,3,89,21.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-622_512","62114049_89_3_1_-622",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,0.963,2,89,21.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-622_513","62114049_89_3_1_-622",6930,"Amphipoda","AMPHIPOD",81,0.495,NA,89,21.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-622_514","62114049_89_3_1_-622",4949,"Annelida","ANNELID",81,1.022,NA,89,21.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Annelida",NA,"SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-623_484","62114049_89_3_1_-623",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,1.032,6,89,23.3,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-623_485","62114049_89_3_1_-623",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,0.592,2,89,23.3,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-623_486","62114049_89_3_1_-623",6996,"Ampelisca","GAMMARID AMPHIPOD",81,0.736,NA,89,23.3,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-623_487","62114049_89_3_1_-623",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.794,NA,89,23.3,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-624_515","62114049_89_3_1_-624",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,2.98,8,89,23.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-624_516","62114049_89_3_1_-624",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,0.387,1,89,23.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-624_517","62114049_89_3_1_-624",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,0.352,1,89,23.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-624_518","62114049_89_3_1_-624",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",81,1.207,NA,89,23.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-624_519","62114049_89_3_1_-624",4949,"Annelida","ANNELID",81,0.112,NA,89,23.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Annelida",NA,"SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-624_520","62114049_89_3_1_-624",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,1.825,NA,89,23.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-625_521","62114049_89_3_1_-625",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,1.968,4,89,21.2,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-625_522","62114049_89_3_1_-625",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,0.903,4,89,21.2,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-625_523","62114049_89_3_1_-625",6930,"Amphipoda","AMPHIPOD",81,1.176,NA,89,21.2,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-625_524","62114049_89_3_1_-625",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,1.496,NA,89,21.2,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-626_538","62114049_89_3_1_-626",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,1.085,3,89,24.2,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-626_539","62114049_89_3_1_-626",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,1.508,4,89,24.2,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-626_540","62114049_89_3_1_-626",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,0.653,2,89,24.2,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-626_541","62114049_89_3_1_-626",6996,"Ampelisca","GAMMARID AMPHIPOD",81,0.237,NA,89,24.2,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-626_542","62114049_89_3_1_-626",4949,"Annelida","ANNELID",81,0.277,NA,89,24.2,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Annelida",NA,"SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-626_543","62114049_89_3_1_-626",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,2.463,NA,89,24.2,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-626_544","62114049_89_3_1_-626",8020,"","SHRIMP/SHRIMP SAMPLE",NA,3.76,1,89,24.2,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Decapoda","SFA4","Skate","100-200 m","21-25"
"62114049_89_3_1_-627_525","62114049_89_3_1_-627",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,1.273,4,89,20.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-627_526","62114049_89_3_1_-627",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,1.799,6,89,20.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-627_527","62114049_89_3_1_-627",6996,"Ampelisca","GAMMARID AMPHIPOD",81,1.119,NA,89,20.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-627_528","62114049_89_3_1_-627",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,1.636,NA,89,20.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-628_535","62114049_89_3_1_-628",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,2.003,5,89,19.9,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-628_536","62114049_89_3_1_-628",6996,"Ampelisca","GAMMARID AMPHIPOD",81,1.976,NA,89,19.9,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-628_537","62114049_89_3_1_-628",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,1.254,NA,89,19.9,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-629_531","62114049_89_3_1_-629",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,0.666,1,89,18.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-629_532","62114049_89_3_1_-629",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,0.423,2,89,18.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-629_533","62114049_89_3_1_-629",6996,"Ampelisca","GAMMARID AMPHIPOD",81,2.142,NA,89,18.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-629_534","62114049_89_3_1_-629",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,1.64,NA,89,18.5,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-630_529","62114049_89_3_1_-630",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,1.04,2,89,18.3,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-630_530","62114049_89_3_1_-630",6996,"Ampelisca","GAMMARID AMPHIPOD",81,0.554,NA,89,18.3,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-631_507","62114049_89_3_1_-631",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,1.028,3,89,19.1,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-631_508","62114049_89_3_1_-631",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,0.325,1,89,19.1,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-631_509","62114049_89_3_1_-631",6996,"Ampelisca","GAMMARID AMPHIPOD",81,1.148,NA,89,19.1,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-631_510","62114049_89_3_1_-631",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.831,NA,89,19.1,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-632_504","62114049_89_3_1_-632",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,0.354,1,89,16.7,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-632_505","62114049_89_3_1_-632",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",81,0.636,NA,89,16.7,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-632_506","62114049_89_3_1_-632",6930,"Amphipoda","AMPHIPOD",81,0.602,NA,89,16.7,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-633_500","62114049_89_3_1_-633",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,0.41,2,89,16.7,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-633_501","62114049_89_3_1_-633",6996,"Ampelisca","GAMMARID AMPHIPOD",81,0.739,NA,89,16.7,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-633_502","62114049_89_3_1_-633",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.877,NA,89,16.7,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-633_503","62114049_89_3_1_-633",6930,"Amphipoda","AMPHIPOD",81,0.104,NA,89,16.7,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-634_496","62114049_89_3_1_-634",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,1.411,3,89,17.1,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-634_497","62114049_89_3_1_-634",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,0.632,2,89,17.1,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-634_498","62114049_89_3_1_-634",6996,"Ampelisca","GAMMARID AMPHIPOD",81,0.868,NA,89,17.1,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-634_499","62114049_89_3_1_-634",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.298,NA,89,17.1,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-635_488","62114049_89_3_1_-635",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,0.775,2,89,18,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-635_489","62114049_89_3_1_-635",6996,"Ampelisca","GAMMARID AMPHIPOD",81,0.902,NA,89,18,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-635_490","62114049_89_3_1_-635",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.892,NA,89,18,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-636_491","62114049_89_3_1_-636",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,1.209,3,89,18.1,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-636_492","62114049_89_3_1_-636",6996,"Ampelisca","GAMMARID AMPHIPOD",81,0.946,NA,89,18.1,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-636_493","62114049_89_3_1_-636",6930,"Amphipoda","AMPHIPOD",81,1.085,NA,89,18.1,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-637_494","62114049_89_3_1_-637",6930,"Amphipoda","AMPHIPOD",81,0.575,NA,89,16.1,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-637_495","62114049_89_3_1_-637",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.143,NA,89,16.1,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","16-20"
"62114049_89_3_1_-655_108","62114049_89_3_1_-655",6996,"Ampelisca","GAMMARID AMPHIPOD",81,0.254,NA,89,15.7,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","11-15"
"62114049_89_3_1_-655_109","62114049_89_3_1_-655",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.906,NA,89,15.7,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","11-15"
"62114049_89_3_1_-656_110","62114049_89_3_1_-656",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,0.293,1,89,13.9,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","11-15"
"62114049_89_3_1_-656_111","62114049_89_3_1_-656",6930,"Amphipoda","AMPHIPOD",81,0.767,NA,89,13.9,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","11-15"
"62114049_89_3_1_-657_115","62114049_89_3_1_-657",6930,"Amphipoda","AMPHIPOD",81,0.992,NA,89,13.7,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","11-15"
"62114049_89_3_1_-658_112","62114049_89_3_1_-658",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,0.231,1,89,12,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","11-15"
"62114049_89_3_1_-658_113","62114049_89_3_1_-658",6930,"Amphipoda","AMPHIPOD",81,0.242,NA,89,12,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","11-15"
"62114049_89_3_1_-658_114","62114049_89_3_1_-658",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.235,NA,89,12,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","11-15"
"62114049_89_3_1_-659_116","62114049_89_3_1_-659",6930,"Amphipoda","AMPHIPOD",81,0.053,NA,89,12,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","11-15"
"62114049_89_3_1_-659_117","62114049_89_3_1_-659",6083,"Calanus","COPEPOD",NA,0.004,1,89,12,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Calanoida","SFA4","Skate","100-200 m","11-15"
"62114049_89_3_1_-659_118","62114049_89_3_1_-659",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.426,NA,89,12,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","11-15"
"62114049_89_3_1_-660_119","62114049_89_3_1_-660",6930,"Amphipoda","AMPHIPOD",81,0.061,NA,89,15,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","11-15"
"62114049_89_3_1_-660_120","62114049_89_3_1_-660",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,0.283,2,89,15,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","11-15"
"62114049_89_3_1_-660_121","62114049_89_3_1_-660",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.778,NA,89,15,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,NA,NA,"SFA4","Skate","100-200 m","11-15"
"62114049_89_3_1_-661_122","62114049_89_3_1_-661",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",81,0.887,NA,89,12.7,2019,62114049,"2G",177,177,59,18.6709,61,24.2428,"Arthropoda","Amphipoda","SFA4","Skate","100-200 m","11-15"
